brand,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,cells_missing_flag,footprint_m2,volume_m3,battery_per_seat,torque_per_100kwh,segment_group
Ford,e-Tourneo Custom L1 160 kW,130,64.0,,415.0,370,235,9.0,70.0,2000.0,672,8,RWD,N - Passenger Van,5050,1999,1959,Small Passenger Van,1,10.09495,19.77600705,8.0,648.4375,N
Ford,e-Tourneo Custom L1 210 kW,130,64.0,,415.0,370,235,8.0,70.0,2000.0,672,8,RWD,N - Passenger Van,5050,1999,1959,Small Passenger Van,1,10.09495,19.77600705,8.0,648.4375,N
Ford,e-Tourneo Custom L2 160 kW,150,64.0,,415.0,370,235,9.0,70.0,2000.0,672,8,RWD,N - Passenger Van,5908,1999,1959,Small Passenger Van,1,11.810092000000001,23.135970228,8.0,648.4375,N
Ford,e-Tourneo Custom L2 210 kW,150,64.0,,415.0,370,235,8.0,70.0,2000.0,672,8,RWD,N - Passenger Van,5908,1999,1959,Small Passenger Van,1,11.810092000000001,23.135970228,8.0,648.4375,N
GWM,ORA 03 48 kWh,160,45.4,,250.0,146,260,8.3,45.0,0.0,228,5,FWD,C - Medium,4235,1825,1603,Hatchback,1,7.728875,12.389386625,9.08,550.6607929515419,C
GWM,ORA 03 63 kWh,160,59.3,,250.0,141,340,8.2,56.0,0.0,228,5,FWD,C - Medium,4235,1825,1603,Hatchback,1,7.728875,12.389386625,11.86,421.58516020236084,C
GWM,ORA 03 GT,160,59.3,,250.0,148,325,8.2,56.0,0.0,228,5,FWD,C - Medium,4254,1848,1603,Hatchback,1,7.8613919999999995,12.601811375999999,11.86,421.58516020236084,C
GWM,ORA 07 GT,180,83.5,,680.0,161,430,4.5,80.0,0.0,333,5,AWD,D - Large,4871,1862,1500,Sedan,1,9.069802000000001,13.604703,16.7,814.37125748503,D
GWM,ORA 07 Pro,170,64.3,,340.0,146,350,8.2,75.0,0.0,333,5,FWD,D - Large,4871,1862,1500,Sedan,1,9.069802000000001,13.604703,12.86,528.7713841368585,D
GWM,ORA 07 Pure,170,64.3,,340.0,146,350,8.2,75.0,0.0,333,5,FWD,D - Large,4871,1862,1500,Sedan,1,9.069802000000001,13.604703,12.86,528.7713841368585,D
Genesis,G80 Electrified Luxury,225,82.5,,700.0,159,440,4.9,160.0,,354,5,AWD,F - Luxury,5005,1925,1470,Sedan,1,9.634625,14.16289875,16.5,848.4848484848485,F
Genesis,GV60 Premium,185,74.0,384.0,350.0,143,390,7.8,200.0,1600.0,432,5,RWD,JC - Medium,4515,1890,1580,SUV,0,8.533349999999999,13.482693,14.8,472.97297297297297,JC
Genesis,GV60 Sport,200,74.0,384.0,605.0,157,375,5.5,200.0,1600.0,432,5,AWD,JC - Medium,4515,1890,1580,SUV,0,8.533349999999999,13.482693,14.8,817.5675675675675,JC
Genesis,GV60 Sport Plus,235,74.0,384.0,700.0,159,360,4.0,200.0,1600.0,432,5,AWD,JC - Medium,4515,1890,1580,SUV,0,8.533349999999999,13.482693,14.8,945.9459459459459,JC
Genesis,GV70 Electrified Sport,235,74.0,384.0,700.0,163,350,4.2,190.0,1800.0,503,5,AWD,JD - Large,4715,1910,1630,SUV,0,9.00565,14.679209499999997,14.8,945.9459459459459,JD
Honda,e:Ny1,160,61.9,,310.0,150,335,7.6,60.0,0.0,361,5,FWD,JB - Compact,4387,1790,1584,SUV,1,7.852729999999999,12.43872432,12.379999999999999,500.8077544426494,JB
Hongqi,E-HS9 120 kWh,200,112.0,,750.0,217,455,4.9,110.0,1500.0,438,5,AWD,JF - Luxury,5209,2010,1731,SUV,1,10.470089999999999,18.123725789999998,22.4,669.6428571428571,JF
Hongqi,E-HS9 84 kWh,200,76.5,,600.0,193,320,6.5,112.0,1500.0,438,5,AWD,JF - Luxury,5209,2010,1731,SUV,1,10.470089999999999,18.123725789999998,15.3,784.313725490196,JF
Hongqi,E-HS9 99 kWh,200,90.0,,750.0,194,370,4.9,112.0,1500.0,438,5,AWD,JF - Luxury,5209,2010,1731,SUV,1,10.470089999999999,18.123725789999998,18.0,833.3333333333334,JF
Hyundai,INSTER Long Range,150,46.0,,147.0,124,300,10.6,70.0,,280,4,FWD,JA - Mini,3825,1610,1575,SUV,1,6.158250000000001,9.69924375,11.5,319.5652173913044,JA
Hyundai,INSTER Standard Range,140,39.0,,147.0,119,255,11.7,60.0,,280,4,FWD,JA - Mini,3825,1610,1575,SUV,1,6.158250000000001,9.69924375,9.75,376.9230769230769,JA
Hyundai,IONIQ 5 63 kWh RWD (MY24),185,60.0,288.0,350.0,136,345,8.5,150.0,750.0,520,5,RWD,JC - Medium,4655,1890,1605,SUV,0,8.79795,14.12070975,12.0,583.3333333333333,JC
Hyundai,IONIQ 5 84 kWh AWD (MY24),185,80.0,384.0,605.0,162,445,5.3,205.0,1600.0,520,5,AWD,JC - Medium,4655,1890,1605,SUV,0,8.79795,14.12070975,16.0,756.25,JC
Hyundai,IONIQ 5 84 kWh RWD (MY24),185,80.0,384.0,350.0,155,450,7.5,205.0,1600.0,520,5,RWD,JC - Medium,4655,1890,1605,SUV,0,8.79795,14.12070975,16.0,437.5,JC
Hyundai,IONIQ 5 N (MY24),260,80.0,384.0,740.0,179,390,3.4,205.0,0.0,480,5,AWD,JC - Medium,4715,1940,1585,SUV,0,9.1471,14.498153499999999,16.0,925.0,JC
Hyundai,IONIQ 6 Long Range 2WD,185,74.0,384.0,350.0,136,495,7.4,200.0,1500.0,401,5,RWD,D - Large,4855,1880,1495,Sedan,0,9.1274,13.645463000000001,14.8,472.97297297297297,D
Hyundai,IONIQ 6 Long Range AWD,185,74.0,384.0,605.0,143,440,5.1,200.0,1500.0,401,5,AWD,D - Large,4855,1880,1495,Sedan,0,9.1274,13.645463000000001,14.8,817.5675675675675,D
Hyundai,IONIQ 6 Standard Range 2WD,185,50.0,264.0,350.0,117,335,8.8,120.0,750.0,401,5,RWD,D - Large,4855,1880,1495,Sedan,0,9.1274,13.645463000000001,10.0,700.0,D
Hyundai,IONIQ 9 Long Range AWD,200,106.0,,605.0,177,490,6.7,195.0,2500.0,338,7,AWD,JF - Luxury,5060,1980,1790,SUV,1,10.018799999999999,17.933652,15.142857142857142,570.7547169811321,JF
Hyundai,IONIQ 9 Long Range RWD,185,106.0,,350.0,171,500,9.4,195.0,1600.0,338,7,RWD,JF - Luxury,5060,1980,1790,SUV,1,10.018799999999999,17.933652,15.142857142857142,330.188679245283,JF
Hyundai,IONIQ 9 Performance AWD,200,106.0,,700.0,177,480,5.2,195.0,2500.0,338,7,AWD,JF - Luxury,5060,1980,1790,SUV,1,10.018799999999999,17.933652,15.142857142857142,660.377358490566,JF
Hyundai,Kona Electric 48 kWh,160,48.4,,255.0,128,295,8.8,50.0,300.0,466,5,FWD,JB - Compact,4355,1825,1575,SUV,1,7.947875000000001,12.517903125,9.68,526.8595041322315,JB
Hyundai,Kona Electric 65 kWh,170,65.4,,255.0,144,390,7.8,86.0,750.0,466,5,FWD,JB - Compact,4355,1825,1575,SUV,1,7.947875000000001,12.517903125,13.080000000000002,389.9082568807339,JB
Jaguar,I-Pace EV400,200,84.7,432.0,696.0,208,380,4.8,85.0,750.0,505,5,AWD,JD - Large,4682,2011,1566,SUV,0,9.415502000000002,14.744676132000004,16.94,821.7237308146398,JD
Jeep,Avenger Electric,150,50.8,102.0,260.0,132,310,9.0,85.0,0.0,355,5,FWD,JB - Compact,4084,1776,1528,SUV,0,7.253183999999999,11.082865151999998,10.16,511.8110236220473,JB
Jeep,Compass Electric 74 kWh,180,74.0,,345.0,148,370,8.5,90.0,1000.0,550,5,FWD,JC - Medium,4552,1928,1675,SUV,1,8.776255999999998,14.700228799999998,14.8,466.21621621621625,JC
KGM,Torres EVX,175,72.0,,339.0,156,370,8.1,85.0,1500.0,839,5,FWD,JC - Medium,4715,1890,1725,SUV,1,8.911349999999999,15.372078749999998,14.4,470.8333333333333,JC
Kia,EV3 Long Range,170,78.0,,283.0,139,455,7.7,105.0,1000.0,460,5,FWD,JB - Compact,4300,1850,1560,SUV,1,7.955,12.4098,15.6,362.8205128205128,JB
Kia,EV3 Standard Range,170,55.0,,283.0,133,325,7.5,80.0,300.0,460,5,FWD,JB - Compact,4300,1850,1560,SUV,1,7.955,12.4098,11.0,514.5454545454545,JB
Kia,EV4 Hatchback Long Range,170,78.0,,283.0,132,475,7.7,105.0,,435,5,FWD,C - Medium,4430,1860,1485,Hatchback,1,8.2398,12.236103000000002,15.6,362.8205128205128,C
Kia,EV4 Hatchback Standard Range,170,55.0,,283.0,134,340,7.4,80.0,,435,5,FWD,C - Medium,4430,1860,1485,Hatchback,1,8.2398,12.236103000000002,11.0,514.5454545454545,C
Kia,EV4 Sedan Long Range,170,78.0,,283.0,124,495,7.7,105.0,,490,5,FWD,C - Medium,4730,1860,1480,Sedan,1,8.7978,13.020744,15.6,362.8205128205128,C
Kia,EV4 Sedan Standard Range,170,55.0,,283.0,128,355,7.4,80.0,,490,5,FWD,C - Medium,4730,1860,1480,Sedan,1,8.7978,13.020744,11.0,514.5454545454545,C
Kia,EV6 GT,260,80.0,384.0,770.0,178,385,3.5,205.0,1800.0,480,5,AWD,JC - Medium,4695,1890,1545,SUV,0,8.87355,13.70963475,16.0,962.5,JC
Kia,EV6 Long Range 2WD,185,80.0,384.0,350.0,143,455,7.3,205.0,1800.0,490,5,RWD,JC - Medium,4695,1880,1575,SUV,0,8.826600000000001,13.901895000000001,16.0,437.5,JC
Kia,EV6 Long Range AWD,185,80.0,384.0,605.0,154,440,5.2,205.0,1800.0,490,5,AWD,JC - Medium,4695,1880,1575,SUV,0,8.826600000000001,13.901895000000001,16.0,756.25,JC
Kia,EV6 Standard Range 2WD,185,60.0,288.0,350.0,140,345,8.7,150.0,750.0,490,5,RWD,JC - Medium,4695,1880,1575,SUV,0,8.826600000000001,13.901895000000001,12.0,583.3333333333333,JC
Kia,EV9 76.1 kWh RWD,190,73.0,348.0,350.0,165,355,8.5,160.0,900.0,333,7,RWD,JF - Luxury,5010,1980,1755,SUV,0,9.919799999999999,17.409248999999996,10.428571428571429,479.4520547945205,JF
Kia,EV9 99.8 kWh AWD,200,96.0,456.0,600.0,188,435,6.0,194.0,2500.0,333,7,AWD,JF - Luxury,5010,1980,1755,SUV,0,9.919799999999999,17.409248999999996,13.714285714285714,625.0,JF
Kia,EV9 99.8 kWh AWD GT,220,96.0,456.0,740.0,190,420,4.6,194.0,2500.0,333,7,AWD,JF - Luxury,5015,1980,1755,SUV,0,9.929699999999999,17.426623499999998,13.714285714285714,770.8333333333333,JF
Kia,EV9 99.8 kWh AWD GT-Line,200,96.0,456.0,700.0,190,425,5.3,194.0,2500.0,333,7,AWD,JF - Luxury,5015,1980,1780,SUV,0,9.929699999999999,17.674865999999998,13.714285714285714,729.1666666666667,JF
Kia,EV9 99.8 kWh RWD,185,96.0,456.0,350.0,171,450,9.4,194.0,900.0,333,7,RWD,JF - Luxury,5010,1980,1755,SUV,0,9.919799999999999,17.409248999999996,13.714285714285714,364.58333333333337,JF
Kia,Niro EV,167,64.8,96.0,255.0,140,385,7.8,70.0,750.0,475,5,FWD,JC - Medium,4420,1825,1570,SUV,0,8.0665,12.664405,12.959999999999999,393.51851851851853,JC
Lancia,Ypsilon,150,48.1,96.0,260.0,122,310,8.2,80.0,0.0,309,5,FWD,B - Compact,4080,1760,1440,Hatchback,0,7.1808000000000005,10.340352000000001,9.620000000000001,540.5405405405405,B
Leapmotor,C10,170,69.9,,320.0,166,350,7.5,70.0,1500.0,435,5,RWD,JD - Large,4739,1900,1680,SUV,1,9.0041,15.126887999999997,13.98,457.796852646638,JD
Leapmotor,T03,130,36.0,,158.0,136,225,12.7,30.0,,210,4,FWD,A - Mini,3620,1652,1577,Hatchback,1,5.98024,9.43083848,9.0,438.8888888888889,A
Lexus,RZ 300e,160,64.0,96.0,266.0,149,365,8.0,100.0,750.0,522,5,FWD,JC - Medium,4690,1860,1600,SUV,0,8.723400000000002,13.957440000000004,12.8,415.625,JC
Lexus,RZ 450e,160,64.0,96.0,435.0,158,350,5.6,100.0,750.0,522,5,AWD,JD - Large,4805,1895,1635,SUV,0,9.105475,14.887451625,12.8,679.6875,JD
Lexus,UX 300e,160,64.0,96.0,300.0,145,340,7.5,35.0,0.0,316,5,FWD,JC - Medium,4495,1840,1545,SUV,0,8.270800000000001,12.778386000000001,12.8,468.75,JC
Lotus,Eletre,250,109.0,,710.0,204,495,4.5,259.0,2250.0,611,5,AWD,JF - Luxury,5103,2019,1630,SUV,1,10.302957000000001,16.79381991,21.8,651.3761467889908,JF
Lotus,Eletre R,260,109.0,,985.0,266,455,2.9,259.0,2250.0,611,5,AWD,JF - Luxury,5103,2019,1636,SUV,1,10.302957000000001,16.855637652000002,21.8,903.6697247706422,JF
Lotus,Eletre S,250,109.0,,710.0,222,480,4.5,259.0,2250.0,611,5,AWD,JF - Luxury,5103,2019,1630,SUV,1,10.302957000000001,16.79381991,21.8,651.3761467889908,JF
Lotus,Emeya,250,98.9,,710.0,198,520,4.2,240.0,2250.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,1,10.303695,15.08460948,19.78,717.8968655207279,F
Lotus,Emeya R,256,98.9,,985.0,227,465,2.8,240.0,1225.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,1,10.303695,15.08460948,19.78,995.9555106167846,F
Lotus,Emeya S,250,98.9,,710.0,198,520,4.2,240.0,2250.0,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,1,10.303695,15.08460948,19.78,717.8968655207279,F
Lucid,Air Grand Touring,270,112.0,6600.0,1200.0,143,665,3.0,184.0,0.0,456,5,AWD,F - Luxury,4975,1939,1410,Sedan,0,9.646525,13.60160025,22.4,1071.4285714285713,F
Lucid,Air Pure RWD,200,92.0,5400.0,,130,565,4.7,160.0,0.0,456,5,RWD,F - Luxury,4975,1939,1410,Sedan,0,9.646525,13.60160025,18.4,,F
Lucid,Air Touring,250,92.0,5400.0,,142,580,3.2,160.0,0.0,456,5,AWD,F - Luxury,4975,1939,1410,Sedan,0,9.646525,13.60160025,18.4,,F
Lynk&Co,2,180,65.0,,343.0,149,370,5.5,90.0,1600.0,410,5,RWD,JC - Medium,4460,1845,1573,SUV,1,8.2287,12.9437451,13.0,527.6923076923077,JC
MG,Cyberster GT,200,74.4,,725.0,168,395,3.2,85.0,,249,2,AWD,G - Sports,4535,1913,1329,Cabriolet,1,8.675455000000001,11.529679695,37.2,974.4623655913978,G
MG,Cyberster Trophy,195,74.4,,475.0,146,425,5.0,85.0,,249,2,RWD,G - Sports,4535,1913,1329,Cabriolet,1,8.675455000000001,11.529679695,37.2,638.4408602150537,G
MG,4 Electric 51 kWh,160,50.8,104.0,250.0,145,300,7.7,68.0,500.0,363,5,RWD,C - Medium,4287,1836,1504,Hatchback,0,7.870932,11.837881728,10.16,492.12598425196853,C
MG,4 Electric 64 kWh,160,61.7,104.0,250.0,142,360,7.9,116.0,500.0,363,5,RWD,C - Medium,4287,1836,1504,Hatchback,0,7.870932,11.837881728,12.34,405.1863857374392,C
MG,4 Electric 77 kWh,180,74.4,,350.0,143,425,6.5,110.0,500.0,363,5,RWD,C - Medium,4287,1836,1516,Hatchback,1,7.870932,11.932332912,14.88,470.4301075268817,C
MG,4 Electric XPOWER,200,61.7,104.0,600.0,160,320,3.8,116.0,500.0,363,5,AWD,C - Medium,4287,1836,1516,Hatchback,0,7.870932,11.932332912,12.34,972.4473257698542,C
MG,5 Electric Long Range,185,57.4,,280.0,151,335,7.7,60.0,500.0,479,5,FWD,C - Medium,4600,1818,1543,Station/Estate,1,8.3628,12.9038004,11.48,487.8048780487805,C
MG,5 Electric Standard Range,185,46.0,,280.0,148,265,7.7,53.0,500.0,479,5,FWD,C - Medium,4600,1818,1543,Station/Estate,1,8.3628,12.9038004,9.2,608.6956521739131,C
MG,S5  EV 49 kWh,170,47.1,,250.0,139,275,8.0,80.0,750.0,453,5,RWD,JC - Medium,4476,1849,1621,SUV,1,8.276124,13.415597003999999,9.42,530.7855626326964,JC
MG,S5  EV 64 kWh,190,62.1,,350.0,134,365,6.3,90.0,750.0,453,5,RWD,JC - Medium,4476,1849,1621,SUV,1,8.276124,13.415597003999999,12.42,563.6070853462159,JC
MG,ZS EV Long Range,175,68.3,,280.0,155,370,8.4,82.0,500.0,448,5,FWD,JB - Compact,4323,1809,1649,SUV,1,7.820307000000001,12.895686243000002,13.66,409.9560761346999,JB
MG,ZS EV Standard Range,175,49.0,,280.0,153,265,8.6,50.0,500.0,448,5,FWD,JB - Compact,4323,1809,1649,SUV,1,7.820307000000001,12.895686243000002,9.8,571.4285714285714,JB
Maserati,GranCabrio Folgore,290,83.0,,1350.0,198,395,2.8,190.0,,151,4,AWD,F - Luxury,4966,1957,1365,Cabriolet,1,9.718462,13.265700630000001,20.75,1626.5060240963855,F
Maserati,GranTurismo Folgore,325,83.0,,1350.0,182,420,2.7,217.0,,270,4,AWD,F - Luxury,4959,1957,1353,Coupe,1,9.704763,13.130544339,20.75,1626.5060240963855,F
Maserati,Grecale Folgore,220,95.0,,820.0,220,400,4.1,110.0,1800.0,535,5,AWD,JE - Executive,4865,1948,1651,SUV,1,9.47702,15.646560019999999,19.0,863.1578947368421,JE
Maxus,MIFA 9,180,84.0,,350.0,195,365,9.2,103.0,1000.0,31 Banana Boxes,7,FWD,N - Passenger Van,5270,2000,1840,Small Passenger Van,1,10.54,19.3936,12.0,416.6666666666667,N
Mazda,6e 68.8 kWh,175,66.0,,320.0,138,390,7.6,120.0,1500.0,456,5,RWD,D - Large,4921,1890,1491,Liftback Sedan,1,9.30069,13.86732879,13.2,484.8484848484849,D
Mazda,6e Long Range 80 kWh,175,75.0,,320.0,136,440,7.8,70.0,1500.0,456,5,RWD,D - Large,4921,1890,1491,Liftback Sedan,1,9.30069,13.86732879,15.0,426.6666666666667,D
Mercedes-Benz,CLA 250+,210,85.0,,335.0,122,565,6.7,235.0,1500.0,405,5,RWD,D - Large,4723,1855,1468,Sedan,1,8.761165,12.86139022,17.0,394.11764705882354,D
Mercedes-Benz,CLA 350 4MATIC,210,85.0,,515.0,126,550,4.9,235.0,1800.0,405,5,AWD,D - Large,4723,1855,1468,Sedan,1,8.761165,12.86139022,17.0,605.8823529411765,D
Mercedes-Benz,EQA 250,160,66.5,300.0,385.0,146,395,8.6,100.0,1500.0,340,5,FWD,JC - Medium,4463,1834,1620,SUV,0,8.185142,13.259930040000002,13.3,578.9473684210526,JC
Mercedes-Benz,EQA 250+,160,70.5,,385.0,142,420,8.6,90.0,1500.0,340,5,FWD,JC - Medium,4463,1834,1620,SUV,1,8.185142,13.259930040000002,14.1,546.0992907801418,JC
Mercedes-Benz,EQA 300 4MATIC,160,66.5,300.0,390.0,162,350,7.7,100.0,1800.0,340,5,AWD,JC - Medium,4463,1834,1620,SUV,0,8.185142,13.259930040000002,13.3,586.4661654135339,JC
Mercedes-Benz,EQA 350 4MATIC,160,66.5,300.0,520.0,162,350,6.0,100.0,1800.0,340,5,AWD,JC - Medium,4463,1834,1620,SUV,0,8.185142,13.259930040000002,13.3,781.9548872180451,JC
Mercedes-Benz,EQB 250+,160,70.5,,385.0,152,415,8.9,90.0,1400.0,495,7,FWD,JC - Medium,4684,1834,1667,SUV,1,8.590456000000001,14.320290152000002,10.071428571428571,546.0992907801418,JC
Mercedes-Benz,EQB 300 4MATIC,160,66.5,300.0,390.0,168,345,8.0,100.0,1700.0,495,7,AWD,JC - Medium,4684,1834,1667,SUV,0,8.590456000000001,14.320290152000002,9.5,586.4661654135339,JC
Mercedes-Benz,EQB 350 4MATIC,160,66.5,300.0,520.0,168,345,6.2,100.0,1700.0,495,7,AWD,JC - Medium,4684,1834,1667,SUV,0,8.590456000000001,14.320290152000002,9.5,781.9548872180451,JC
Mercedes-Benz,EQE 300,210,89.0,,550.0,163,525,7.3,120.0,750.0,430,5,RWD,E - Executive,4946,1906,1503,Sedan,1,9.427076,14.168895227999998,17.8,617.9775280898876,E
Mercedes-Benz,EQE 350 4MATIC,210,90.6,360.0,765.0,173,515,6.3,141.0,1700.0,430,5,AWD,E - Executive,4946,1906,1503,Sedan,0,9.427076,14.168895227999998,18.119999999999997,844.3708609271523,E
Mercedes-Benz,EQE 350+,210,96.0,,565.0,164,555,6.5,141.0,750.0,430,5,RWD,E - Executive,4946,1906,1510,Sedan,1,9.427076,14.23488476,19.2,588.5416666666667,E
Mercedes-Benz,EQE 500 4MATIC,210,90.6,360.0,858.0,173,505,4.7,141.0,1700.0,430,5,AWD,E - Executive,4946,1906,1503,Sedan,0,9.427076,14.168895227999998,18.119999999999997,947.019867549669,E
Mercedes-Benz,EQE AMG 43 4MATIC,210,90.6,360.0,858.0,207,450,4.2,141.0,1700.0,430,5,AWD,E - Executive,4964,1906,1495,Sedan,0,9.461384,14.144769080000001,18.119999999999997,947.019867549669,E
Mercedes-Benz,EQE AMG 53 4MATIC+,220,90.6,360.0,950.0,208,450,3.5,141.0,1700.0,430,5,AWD,E - Executive,4964,1906,1495,Sedan,0,9.461384,14.144769080000001,18.119999999999997,1048.5651214128036,E
Mercedes-Benz,EQE SUV 300,210,90.6,,550.0,182,450,7.6,141.0,750.0,520,5,RWD,JE - Executive,4863,1940,1685,SUV,1,9.43422,15.8966607,18.119999999999997,607.0640176600442,JE
Mercedes-Benz,EQE SUV 350 4MATIC,210,90.6,,765.0,189,435,6.6,141.0,1800.0,520,5,AWD,JE - Executive,4863,1940,1685,SUV,1,9.43422,15.8966607,18.119999999999997,844.3708609271523,JE
Mercedes-Benz,EQE SUV 350+,210,96.0,,565.0,164,475,6.9,141.0,750.0,520,5,RWD,JE - Executive,4863,1940,1685,SUV,1,9.43422,15.8966607,19.2,588.5416666666667,JE
Mercedes-Benz,EQE SUV 500 4MATIC,210,96.0,,858.0,187,455,4.9,141.0,1800.0,520,5,AWD,JE - Executive,4863,1940,1685,SUV,1,9.43422,15.8966607,19.2,893.75,JE
Mercedes-Benz,EQE SUV AMG 43 4MATIC,210,90.6,360.0,858.0,214,425,4.3,141.0,1800.0,520,5,AWD,JE - Executive,4879,1940,1672,SUV,0,9.465259999999999,15.825914719999998,18.119999999999997,947.019867549669,JE
Mercedes-Benz,EQE SUV AMG 53 4MATIC+,240,90.6,360.0,1000.0,242,420,3.5,141.0,1800.0,520,5,AWD,JE - Executive,4879,1940,1672,SUV,0,9.465259999999999,15.825914719999998,18.119999999999997,1103.7527593818986,JE
Mercedes-Benz,EQS 350,210,96.0,360.0,565.0,165,570,6.7,130.0,750.0,620,5,RWD,F - Luxury,5223,1926,1512,Sedan,0,10.059498,15.209960976,19.2,588.5416666666667,F
Mercedes-Benz,EQS 450 4MATIC,210,118.0,,800.0,180,655,5.7,160.0,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,1,10.059498,15.270317964,23.6,677.9661016949152,F
Mercedes-Benz,EQS 450+,210,118.0,,568.0,173,685,6.2,160.0,750.0,620,5,RWD,F - Luxury,5223,1926,1518,Sedan,1,10.059498,15.270317964,23.6,481.3559322033898,F
Mercedes-Benz,EQS 500 4MATIC,210,118.0,,828.0,180,640,4.9,160.0,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,1,10.059498,15.270317964,23.6,701.6949152542372,F
Mercedes-Benz,EQS 580 4MATIC,210,118.0,,858.0,180,640,4.4,160.0,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,1,10.059498,15.270317964,23.6,727.1186440677966,F
Mercedes-Benz,EQS AMG 53 4MATIC+,250,118.0,,1020.0,222,585,3.4,160.0,1700.0,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,1,10.059498,15.270317964,23.6,864.4067796610169,F
Mercedes-Benz,EQS SUV 450 4MATIC,210,118.0,,800.0,199,530,6.1,160.0,1800.0,645,7,AWD,JF - Luxury,5125,1959,1718,SUV,1,10.039875,17.24850525,16.857142857142858,677.9661016949152,JF
Mercedes-Benz,EQS SUV 450+,210,118.0,,568.0,195,540,6.8,160.0,750.0,645,7,RWD,JF - Luxury,5125,1959,1718,SUV,1,10.039875,17.24850525,16.857142857142858,481.3559322033898,JF
Mercedes-Benz,EQS SUV 500 4MATIC,210,118.0,,828.0,199,530,5.3,160.0,1800.0,645,7,AWD,JF - Luxury,5125,1959,1718,SUV,1,10.039875,17.24850525,16.857142857142858,701.6949152542372,JF
Mercedes-Benz,EQS SUV 580 4MATIC,210,118.0,,858.0,199,530,4.7,160.0,1800.0,13 Banana Boxes,7,AWD,JF - Luxury,5125,1959,1718,SUV,1,10.039875,17.24850525,16.857142857142858,727.1186440677966,JF
Mercedes-Benz,EQS SUV Maybach 680,210,118.0,,950.0,211,490,4.4,160.0,1800.0,440,4,AWD,JF - Luxury,5125,1959,1725,SUV,1,10.039875,17.318784375,29.5,805.0847457627119,JF
Mercedes-Benz,EQT 200 Long,132,45.0,,245.0,177,220,13.3,50.0,1500.0,828,7,FWD,N - Passenger Van,4922,1859,1811,Small Passenger Van,1,9.149998,16.570646378,6.428571428571429,544.4444444444445,N
Mercedes-Benz,EQT 200 Standard,132,45.0,,245.0,167,225,12.6,50.0,1500.0,551,5,FWD,N - Passenger Van,4498,1859,1819,Small Passenger Van,1,8.361782,15.210081458,9.0,544.4444444444445,N
Mercedes-Benz,EQV 250 Extra-Long,160,60.0,192.0,365.0,282,210,12.0,60.0,0.0,1410,7,FWD,N - Passenger Van,5370,1928,1911,Small Passenger Van,0,10.35336,19.785270960000002,8.571428571428571,608.3333333333333,N
Mercedes-Benz,EQV 250 Long,160,60.0,192.0,365.0,282,215,12.0,60.0,0.0,1030,7,FWD,N - Passenger Van,5140,1928,1910,Small Passenger Van,0,9.90992,18.9279472,8.571428571428571,608.3333333333333,N
Mercedes-Benz,EQV 300 Extra-Long,140,90.0,288.0,365.0,249,315,12.2,96.0,0.0,1410,7,FWD,N - Passenger Van,5370,1928,1901,Small Passenger Van,0,10.35336,19.68173736,12.857142857142858,405.55555555555554,N
Mercedes-Benz,EQV 300 Long,160,90.0,288.0,365.0,276,320,12.1,96.0,0.0,1030,7,FWD,N - Passenger Van,5140,1928,1901,Small Passenger Van,0,9.90992,18.83875792,12.857142857142858,405.55555555555554,N
Mercedes-Benz,G 580,180,116.0,216.0,1164.0,267,360,4.7,150.0,0.0,555,5,AWD,JF - Luxury,4624,1931,1986,SUV,0,8.928944,17.732882783999997,23.2,1003.4482758620691,JF
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,160,60.0,192.0,360.0,254,215,12.0,60.0,0.0,1390,8,FWD,N - Passenger Van,5370,1928,1890,Small Passenger Van,0,10.35336,19.5678504,7.5,600.0,N
Mercedes-Benz,eVito Tourer Long 60 kWh,160,60.0,192.0,360.0,259,220,12.0,60.0,0.0,990,8,FWD,N - Passenger Van,5140,1928,1890,Small Passenger Van,0,9.90992,18.7297488,7.5,600.0,N
Mercedes-Benz,eVito Tourer Long 90 kWh,160,90.0,288.0,360.0,260,325,12.1,96.0,0.0,990,8,FWD,N - Passenger Van,5140,1928,1890,Small Passenger Van,0,9.90992,18.7297488,11.25,400.0,N
Mini,Aceman E,160,38.5,,290.0,129,230,7.9,60.0,750.0,300,5,FWD,JB - Compact,4079,1754,1514,SUV,1,7.154566,10.832012924,7.7,753.2467532467533,JB
Mini,Aceman JCW,200,49.2,,350.0,143,280,6.4,75.0,750.0,300,5,FWD,JB - Compact,4079,1754,1514,SUV,1,7.154566,10.832012924,9.84,711.3821138211382,JB
